,Area,x,y,XM,YM,Major,Minor,Angle,frame,particle,dx,dy,time,dv,dv_m,Area_m,dx_m,filename,particle_u
132,630,623.749,95.86,623.749,95.86,37.843,21.197,4.455,91,0,7.150500000000022,1.2434999999999974,9.090909090909092,7.257819403925693,40.466480133945986,195.45687000000004,39.86811328500013,D,D0
133,373,673.318,153.873,673.318,153.873,26.593000000000004,17.859,8.492,91,2,6.634999999999991,1.0655000000000001,9.090909090909092,6.720008575143329,37.4678782113119,115.72287700000003,36.99390694999995,D,D2
134,358,680.0889999999999,155.72899999999998,680.0889999999999,155.72899999999998,24.005,18.989,173.02900000000002,92,2,5.916999999999973,1.5485000000000042,9.19080919080919,6.116268572422216,34.10168356434014,111.06914200000001,32.990647689999854,D,D2
135,1925,496.42699999999996,145.999,496.42699999999996,145.999,75.797,32.336,168.27200000000002,92,1,10.297000000000025,1.1210000000000093,9.19080919080919,10.35784002579691,57.75086211263249,597.2293250000001,57.41164429000015,D,D1
136,1789,24.971999999999998,80.74600000000001,24.971999999999998,80.74600000000001,54.21,42.018,65.575,92,3,6.780499999999998,-0.31799999999999784,9.19080919080919,6.787952876235955,37.8467064181549,555.035461,37.80515238499999,D,D3
137,624,629.931,96.292,629.931,96.292,32.652,24.333000000000002,164.31799999999998,92,0,7.223000000000013,0.7319999999999993,9.19080919080919,7.259996763084691,40.478620152352114,193.59537600000004,40.27234211000008,D,D0
138,1667,35.650999999999996,85.70100000000001,35.650999999999996,85.70100000000001,75.516,28.107,5.57,93,3,5.760500000000002,1.7554999999999978,9.290709290709291,6.022054508222258,33.57638645440878,517.1850830000001,32.11807098500002,D,D3
139,607,638.195,97.324,638.195,97.324,39.836,19.401,175.887,93,0,8.434499999999957,0.08799999999999386,9.290709290709291,8.434959054435256,47.02970465513758,188.32114300000003,47.027145164999766,D,D0
140,1880,509.16,144.912,509.16,144.912,52.607,45.501999999999995,148.8,93,1,11.055500000000023,1.103500000000011,9.290709290709291,11.110436197557705,61.94701475001682,583.2681200000001,61.64071413500013,D,D1
141,368,685.1519999999999,156.97,685.1519999999999,156.97,26.54,17.654,161.15200000000002,93,2,6.02800000000002,1.1715000000000089,9.290709290709291,6.140781403860608,34.23835657192309,114.17163200000002,33.609535960000116,D,D2
142,1842,36.493,84.257,36.493,84.257,71.982,32.582,148.602,94,3,6.888500000000004,-1.7025000000000006,9.390609390609391,7.0957690562757225,39.562957077099234,571.4786580000001,38.40731394500003,D,D3
143,629,646.8,96.46799999999999,646.8,96.46799999999999,31.945,25.07,179.835,94,0,7.164999999999964,0.5105000000000004,9.390609390609391,7.183163317786912,40.05022989975318,195.14662100000004,39.94895904999979,D,D0
144,1893,518.538,148.20600000000002,518.538,148.20600000000002,75.657,31.858,5.406000000000001,94,1,7.7464999999999975,1.804000000000002,9.390609390609391,7.953783895103007,44.34687887201948,587.301357,43.19115300499999,D,D1
145,355,692.145,158.072,692.145,158.072,27.537,16.414,174.195,94,2,6.538499999999999,1.295500000000004,9.390609390609391,6.6656059364471885,37.16455249107685,110.13839500000002,36.455864444999996,D,D2
146,358,698.2289999999999,159.561,698.2289999999999,159.561,26.663,17.095,3.471,95,2,5.9465000000000146,1.132000000000005,9.49050949050949,6.0532872267884485,33.750526663064875,111.06914200000001,33.15512700500008,D,D2
147,1910,524.653,148.52,524.653,148.52,67.357,36.105,154.539,95,1,10.458000000000027,-0.522500000000008,9.49050949050949,10.471044372458774,58.38204087174997,592.5755900000001,58.309311060000155,D,D1
148,1772,49.428000000000004,82.296,49.428000000000004,82.296,60.95399999999999,37.014,38.946,95,3,10.504999999999999,0.502999999999993,9.49050949050949,10.517035418786037,58.63846716992087,549.7612280000001,58.57136285,D,D3
149,607,652.525,98.345,652.525,98.345,38.675,19.983,170.333,95,0,6.32000000000005,1.0745000000000076,9.49050949050949,6.410690309943278,35.743252571410444,188.32114300000003,35.237602400000284,D,D0
150,1821,57.503,85.26299999999999,57.503,85.26299999999999,85.133,27.235,175.821,96,3,7.741999999999994,0.02300000000000324,9.59040959040959,7.742034164223244,43.16625342501819,564.9634290000001,43.16606293999997,D,D3
151,631,659.44,98.617,659.44,98.617,35.233000000000004,22.803,10.742,96,0,6.589499999999987,0.4825000000000017,9.59040959040959,6.607141325868535,36.838578962272834,195.76711900000004,36.74021851499993,D,D0
152,1894,539.4540000000001,147.161,539.4540000000001,147.161,60.997,39.535,25.68,96,1,12.149000000000001,1.4204999999999899,9.59040959040959,12.231762802229284,68.19904972722553,587.611606,67.73759993,D,D1
153,366,704.038,160.336,704.038,160.336,24.089000000000002,19.345,177.725,96,2,6.254000000000019,0.555499999999995,9.59040959040959,6.278622161748566,35.00689736638046,113.55113400000002,34.869614780000106,D,D2
154,372,710.737,160.672,710.737,160.672,26.035,18.192999999999998,163.22299999999998,97,2,6.427500000000009,1.4329999999999927,9.690309690309691,6.585305251087462,36.716830398805726,115.41262800000003,35.83697617500005,D,D2
155,1891,548.951,151.361,548.951,151.361,77.60600000000001,31.025,172.446,97,1,10.38149999999996,1.2245000000000061,9.690309690309691,10.45346557367456,58.28402904861267,586.680859,57.88277995499978,D,D1
156,1865,64.91199999999999,82.34200000000001,64.91199999999999,82.34200000000001,65.492,36.258,138.437,97,3,10.414000000000001,-0.10799999999998988,9.690309690309691,10.414560000307263,58.067108300913176,578.6143850000001,58.06398598000001,D,D3
157,632,665.704,99.31,665.704,99.31,35.89,22.421,159.585,97,0,7.184499999999957,1.2764999999999986,9.690309690309691,7.297019425765522,40.68504259971547,196.07736800000004,40.05768266499976,D,D0
158,1777,78.331,85.04700000000001,78.331,85.04700000000001,70.917,31.904,23.061999999999998,98,3,7.792500000000004,2.6289999999999907,9.79020979020979,8.224031690722017,45.85366437383895,551.3124730000001,43.44762922500002,D,D3
159,625,673.809,101.17,673.809,101.17,37.282,21.345,4.975,98,0,7.226000000000056,1.0964999999999918,9.79020979020979,7.308720014475913,40.750280051111474,193.90562500000004,40.28906882000032,D,D0
160,1901,560.217,149.61,560.217,149.61,56.659,42.718999999999994,147.539,98,1,10.856499999999983,0.7545000000000073,9.79020979020979,10.882686364129016,60.67717961124683,589.783349,60.53117570499991,D,D1
161,366,716.893,163.202,716.893,163.202,27.504,16.942999999999998,173.169,98,2,6.52800000000002,1.386499999999998,9.79020979020979,6.6736171788618694,37.209219733946874,113.55113400000002,36.397320960000116,D,D2
162,1833,80.497,87.6,80.497,87.6,83.315,28.011999999999997,165.765,99,3,5.792000000000002,-0.5225000000000009,9.89010989010989,5.815519774706301,32.42483759025921,568.6864170000001,32.29370144000001,D,D3
163,616,680.1560000000001,101.50299999999999,680.1560000000001,101.50299999999999,32.701,23.984,162.789,99,0,7.362500000000011,0.6944999999999979,9.89010989010989,7.395183331060844,41.23236232516292,191.11338400000002,41.05013412500006,D,D0
164,1867,570.664,152.87,570.664,152.87,71.712,33.148,9.475,99,1,8.25550000000004,2.1404999999999887,9.89010989010989,8.528482895568274,47.5511533780436,579.2348830000001,46.02911813500023,D,D1
165,362,723.793,163.445,723.793,163.445,26.403000000000002,17.457,7.08,99,2,6.871500000000026,1.186000000000007,9.89010989010989,6.973098898624654,38.87900102620466,112.31013800000002,38.31252925500014,D,D2
166,1832,89.915,84.00200000000001,89.915,84.00200000000001,57.008,40.917,117.243,100,3,11.405000000000001,-1.2269999999999968,9.990009990009991,11.470813135955098,63.95632159643717,568.3761680000001,63.58937585000001,D,D3
167,610,688.534,102.559,688.534,102.559,39.931999999999995,19.45,176.707,100,0,8.170999999999992,0.0035000000000096065,9.990009990009991,8.171000749602209,45.55798664945959,189.25189000000003,45.55798246999996,D,D0
168,1884,576.7280000000001,153.891,576.7280000000001,153.891,70.557,33.998000000000005,158.3,100,1,9.697499999999991,-0.7824999999999989,9.990009990009991,9.72901909238541,54.24482698093133,584.5091160000001,54.069090074999956,D,D1
169,353,730.6360000000001,165.574,730.6360000000001,165.574,23.840999999999998,18.852,177.43400000000003,100,2,6.002499999999998,1.6510000000000105,9.990009990009991,6.225416231064394,34.71024397543571,109.51789700000002,33.467358924999985,D,D2
170,373,735.798,166.747,735.798,166.747,26.252,18.090999999999998,162.033,101,2,6.076999999999941,1.2539999999999907,10.08991008991009,6.205033843582101,34.59660054726106,115.72287700000003,33.88273888999967,D,D2
171,1912,590.059,151.305,590.059,151.305,55.493,43.869,33.262,101,1,12.377499999999998,1.157500000000013,10.08991008991009,12.4315048365031,69.31272542126159,593.1960880000001,69.011617675,D,D1
172,1781,103.307,85.146,103.307,85.146,78.431,28.913,14.423,101,3,8.513999999999996,1.0664999999999978,10.08991008991009,8.580537177240124,47.84138566930472,552.5534690000001,47.47040297999998,D,D3
173,627,696.498,101.51,696.498,101.51,31.818,25.09,173.84400000000002,101,0,7.157000000000039,0.4375,10.08991008991009,7.170359492382551,39.978841274943385,194.52612300000004,39.904354490000216,D,D0
174,1889,106.943,86.135,106.943,86.135,79.616,30.21,158.791,102,3,8.5685,-0.4019999999999939,10.18981018981019,8.577924938468511,47.826820949176884,586.0603610000001,47.774271545000005,D,D3
175,618,702.8480000000001,103.434,702.8480000000001,103.434,39.214,20.066,171.52,102,0,6.17349999999999,0.8804999999999978,10.18981018981019,6.235974863644006,34.769114370487614,191.73388200000002,34.42078139499995,D,D0
176,1875,601.4830000000001,156.20600000000002,601.4830000000001,156.20600000000002,78.227,30.518,177.958,102,1,10.353000000000009,1.4284999999999997,10.18981018981019,10.451087084605131,58.270767616311836,581.7168750000001,57.72387621000005,D,D1
177,373,742.79,168.082,742.79,168.082,27.881999999999998,17.033,171.55200000000002,102,2,6.632999999999981,1.2434999999999974,10.18981018981019,6.748554011786506,37.6270352914965,115.72287700000003,36.982755809999894,D,D2
178,1818,120.444,84.34200000000001,120.444,84.34200000000001,54.881,42.178000000000004,64.566,103,3,10.797000000000004,1.5444999999999922,10.28971028971029,10.906910160535846,60.81224108377885,564.0326820000001,60.199429290000026,D,D3
179,646,708.845,103.271,708.845,103.271,34.219,24.037,9.445,103,0,6.463999999999999,0.3235000000000028,10.28971028971029,6.472089944523329,36.085590531985936,200.42085400000002,36.040484479999996,D,D0
180,1957,610.765,154.162,610.765,154.162,61.94,40.228,149.762,103,1,10.704499999999939,0.6814999999999856,10.28971028971029,10.726171847401973,59.804521967219024,607.1572930000001,59.68368906499967,D,D1
181,369,749.064,169.234,749.064,169.234,27.238000000000003,17.249000000000002,2.528,103,2,6.1375000000000455,0.9094999999999942,10.28971028971029,6.204522262027959,34.59374818849523,114.48188100000002,34.22006087500026,D,D2
182,377,755.065,169.90099999999998,755.065,169.90099999999998,24.199,19.836,179.04,104,2,6.422500000000014,0.7654999999999887,10.38961038961039,6.467959222196763,36.0625594005036,116.96387300000002,35.80909832500008,D,D2
183,1838,128.537,89.22399999999999,128.537,89.22399999999999,83.781,27.932,3.946,104,3,5.9155000000000015,1.653499999999994,10.38961038961039,6.142247349301393,34.24653005334437,570.2376620000001,32.98228433500001,D,D3
184,642,715.7760000000001,104.081,715.7760000000001,104.081,36.129,22.625,159.554,104,0,7.559000000000026,1.0900000000000034,10.38961038961039,7.637184101486646,42.5816545607259,199.17985800000002,42.14573363000015,D,D0
185,1857,622.8919999999999,157.569,622.8919999999999,157.569,67.04899999999999,35.264,14.802999999999999,104,1,9.055000000000007,2.2950000000000017,10.38961038961039,9.341308794810292,52.08312107708042,576.1323930000001,50.48678635000004,D,D1
186,374,761.909,170.765,761.909,170.765,25.919,18.372,162.92,105,2,6.159499999999923,1.6115000000000208,10.48951048951049,6.366818082841626,35.498639898149285,116.03312600000002,34.342723414999575,D,D2
187,1899,628.875,158.752,628.875,158.752,74.015,32.667,163.42600000000002,105,1,8.498500000000035,-0.8084999999999951,10.48951048951049,8.536871470275313,47.597924463522936,589.162851,47.383981645000205,D,D1
188,1863,132.275,87.649,132.275,87.649,73.096,32.451,148.773,105,3,8.221499999999992,-1.5094999999999956,10.48951048951049,8.358926516006697,46.60577991485147,577.9938870000001,45.83954875499996,D,D3
189,631,723.9630000000001,105.45100000000001,723.9630000000001,105.45100000000001,37.289,21.546,5.185,105,0,7.206999999999994,1.2859999999999943,10.48951048951049,7.320836359323974,40.817835579955975,195.76711900000004,40.18313298999997,D,D0
190,1808,144.98,86.205,144.98,86.205,60.54,38.025,40.900999999999996,106,3,10.525499999999994,0.8190000000000026,10.589410589410589,10.557315532369007,58.86305176281067,560.9301920000001,58.68566203499997,D,D3
191,619,730.19,106.65299999999999,730.19,106.65299999999999,33.518,23.514,161.80700000000002,106,0,7.529499999999928,0.640500000000003,10.589410589410589,7.556693092881232,42.13287130787581,192.04413100000002,41.981254314999596,D,D0
192,1952,639.889,155.952,639.889,155.952,49.876999999999995,49.83,173.50400000000002,106,1,12.09050000000002,0.3329999999999984,10.589410589410589,12.095084921157044,67.43699263385558,605.6060480000001,67.41142908500011,D,D1
193,372,767.3839999999999,173.12400000000002,767.3839999999999,173.12400000000002,27.939,16.953,170.50099999999998,106,2,6.475500000000011,1.3525000000000063,10.589410589410589,6.61523669266642,36.88371524653011,115.41262800000003,36.10460353500007,D,D2
194,364,774.86,173.47,774.86,173.47,27.721,16.718,2.372,107,2,6.799000000000035,1.0319999999999823,10.68931068931069,6.876876107652402,38.342504119543506,112.93063600000002,37.908300430000196,D,D2
195,1838,153.326,89.287,153.326,89.287,84.675,27.636999999999997,176.33,107,3,7.923000000000002,0.3545000000000016,10.68931068931069,7.9309267585825065,44.219437307349864,570.2376620000001,44.17524111000001,D,D3
196,621,739.0219999999999,106.73200000000001,739.0219999999999,106.73200000000001,40.147,19.695,177.215,107,0,8.160500000000013,-0.2664999999999935,10.68931068931069,8.164850427288929,45.52369509687934,192.66462900000002,45.499438985000076,D,D0
197,1907,653.056,159.418,653.056,159.418,77.061,31.509,3.615,107,1,10.678999999999974,1.3495000000000061,10.68931068931069,10.763930102430034,60.01504576120583,591.6448430000002,59.54151202999986,D,D1
198,1978,661.247,158.651,661.247,158.651,66.47,37.889,153.945,108,1,10.711499999999944,0.43599999999999284,10.78921078921079,10.720369781402077,59.77217214209198,613.6725220000001,59.72271805499969,D,D1
199,369,780.982,175.188,780.982,175.188,24.781999999999996,18.959,3.3939999999999997,108,2,5.717499999999973,1.288499999999999,10.78921078921079,5.860890589321702,32.67780574310441,114.48188100000002,31.87832147499985,D,D2
200,1870,160.826,86.914,160.826,86.914,66.795,35.646,138.895,108,3,10.287000000000006,0.10549999999999216,10.78921078921079,10.287540971971879,57.358904817097255,580.1656300000001,57.355888590000035,D,D3
201,639,746.5110000000001,106.12,746.5110000000001,106.12,32.367,25.136999999999997,174.019,108,0,7.008500000000026,0.6074999999999946,10.78921078921079,7.034779918377004,39.22290786950528,198.24911100000003,39.07638234500015,D,D0
202,371,786.295,176.047,786.295,176.047,24.927,18.95,161.888,109,2,6.328000000000031,1.0660000000000025,10.889110889110889,6.4171598078901235,35.77932371007794,115.10237900000001,35.282206960000174,D,D2
203,1842,674.4789999999999,160.29,674.4789999999999,160.29,61.29,38.265,20.289,109,1,10.159500000000037,1.8859999999999957,10.889110889110889,10.333074869079423,57.61278224779317,571.4786580000001,56.64500341500021,D,D1
204,622,753.039,107.947,753.039,107.947,38.924,20.346,169.93599999999998,109,0,6.7444999999999595,1.0760000000000005,10.889110889110889,6.829791816007239,38.07998235557548,192.97487800000005,37.604431864999775,D,D0
205,1795,173.9,89.49799999999999,173.9,89.49799999999999,69.77,32.757,24.386999999999997,109,3,7.891000000000005,2.9410000000000025,10.889110889110889,8.421244682349522,46.95323921356753,556.896955,43.99682287000003,D,D3
206,1859,176.608,92.796,176.608,92.796,84.31,28.074,166.291,110,3,5.805499999999995,-0.07000000000000028,10.989010989010989,5.805921998270382,32.37132451589639,576.7528910000001,32.36897163499997,D,D3
207,648,760.0,108.272,760.0,108.272,34.144,24.164,10.620999999999999,110,0,6.841499999999996,0.2959999999999994,10.989010989010989,6.8479002803779165,38.1809473662667,201.04135200000005,38.14526215499998,D,D0
208,1890,681.566,162.423,681.566,162.423,77.373,31.101999999999997,169.426,110,1,7.930500000000052,-0.5039999999999907,10.989010989010989,7.946498993267464,44.30626139189228,586.37061,44.217057885000294,D,D1
209,378,793.638,177.32,793.638,177.32,27.647,17.408,168.695,110,2,7.133500000000026,1.333500000000015,10.989010989010989,7.257068588624501,40.46229391067712,117.27412200000002,39.77332859500015,D,D2
210,1854,185.511,89.35799999999999,185.511,89.35799999999999,58.852,40.11,121.166,111,3,11.168499999999995,-1.1925000000000026,11.08891108891109,11.231983284353653,62.6247090407437,575.2016460000001,62.27075354499997,D,D3
211,635,766.722,108.539,766.722,108.539,36.291,22.279,158.947,111,0,7.6165000000000305,0.839500000000001,11.08891108891109,7.662625692280712,42.72350593110957,197.00811500000003,42.466328905000175,D,D0
212,1932,690.34,159.282,690.34,159.282,54.989,44.733999999999995,137.88,111,1,11.769499999999994,-0.34499999999999886,11.08891108891109,11.774555416235462,65.64985794209996,599.4010680000001,65.62167111499997,D,D1
213,370,800.562,178.71400000000003,800.562,178.71400000000003,27.791,16.951,178.951,111,2,6.976499999999987,1.1595000000000084,11.08891108891109,7.0721985619749,39.4315381361904,114.79213000000001,38.897964104999936,D,D2
214,1803,198.945,90.411,198.945,90.411,76.994,29.816,16.428,112,3,8.500500000000002,1.007000000000012,11.188811188811188,8.559938624195857,47.7265369949077,559.378947,47.395132785000015,D,D3
215,625,775.2330000000001,109.95100000000001,775.2330000000001,109.95100000000001,37.241,21.369,5.216,112,0,7.415999999999997,0.8144999999999953,11.188811188811188,7.460594229014197,41.597065365464694,193.90562500000004,41.34842711999998,D,D0
216,1899,705.105,161.733,705.105,161.733,73.029,33.109,9.222999999999999,112,1,11.050000000000011,1.079499999999996,11.188811188811188,11.102604210274283,61.90334695667899,589.162851,61.61004850000007,D,D1
217,375,807.591,179.639,807.591,179.639,24.25,19.689,3.2889999999999997,112,2,6.890500000000031,1.0674999999999955,11.188811188811188,6.972700086766992,38.87677742277544,116.34337500000002,38.41846508500018,D,D2
218,375,814.3430000000001,180.84900000000002,814.3430000000001,180.84900000000002,25.381,18.812,164.238,113,2,5.9775000000000205,1.5854999999999961,11.288711288711289,6.1841989376151405,34.48043407059885,116.34337500000002,33.32796967500012,D,D2
219,1985,712.44,161.441,712.44,161.441,70.928,35.633,158.679,113,1,10.529999999999973,0.061499999999995225,11.288711288711289,10.530179592485563,58.71175343047474,615.8442650000001,58.71075209999985,D,D1
220,1897,202.512,91.37200000000001,202.512,91.37200000000001,80.205,30.115,158.499,113,3,8.265500000000003,-0.18249999999999744,11.288711288711289,8.267514529772539,46.096105986763874,588.542353,46.084873835000025,D,D3
221,630,781.554,110.16799999999999,781.554,110.16799999999999,33.287,24.098000000000003,161.918,113,0,7.775499999999965,0.43499999999999517,11.288711288711289,7.787658521661017,43.42063522361752,195.45687000000004,43.35284453499981,D,D0
222,1798,215.476,90.046,215.476,90.046,53.786,42.563,68.309,114,3,10.508500000000012,1.7069999999999936,11.38861138861139,10.646239770454178,59.35885507695121,557.827702,58.590877345000074,D,D3
223,633,790.784,110.821,790.784,110.821,40.191,20.053,176.46900000000002,114,0,8.696000000000026,-0.5104999999999933,11.38861138861139,8.710971601951211,48.56863193469112,196.38761700000003,48.485156720000155,D,D0
224,1889,726.165,161.856,726.165,161.856,55.653,43.217,25.018,114,1,10.721499999999992,1.2224999999999966,11.38861138861139,10.79097161983108,60.16581763438158,586.0603610000001,59.77847375499996,D,D1
225,371,819.546,182.81,819.546,182.81,27.634,17.094,167.291,114,2,6.601499999999987,1.6134999999999877,11.38861138861139,6.795821105650132,37.890576282029706,115.10237900000001,36.807125354999926,D,D2
226,1839,223.52900000000002,94.786,223.52900000000002,94.786,83.396,28.076999999999998,4.771,115,3,6.131,1.9224999999999994,11.488511488511488,6.425353472767082,35.825008062155966,570.5479110000001,34.183819670000005,D,D3
227,643,798.946,109.147,798.946,109.147,32.121,25.488000000000003,174.046,115,0,7.264499999999998,-0.12949999999999307,11.488511488511488,7.265654168758652,40.510163413705676,199.49010700000002,40.50372826499999,D,D0
228,1934,733.883,163.886,733.883,163.886,78.82600000000001,31.239,176.355,115,1,7.771000000000015,0.22650000000000148,11.488511488511488,7.774300177507956,43.34615484070804,600.0215660000001,43.32775447000009,D,D1
229,368,827.546,184.076,827.546,184.076,28.031999999999996,16.715,177.553,115,2,7.130499999999984,1.3604999999999876,11.488511488511488,7.2591315251894795,40.473795957900705,114.17163200000002,39.75660188499991,D,D2
230,1914,227.738,93.891,227.738,93.891,73.37899999999999,33.211,148.339,116,3,8.150999999999982,-1.2899999999999991,11.588411588411589,8.25244818220628,46.01210251126387,593.8165860000001,45.4464710699999,D,D3
231,641,805.313,110.56200000000001,805.313,110.56200000000001,39.669000000000004,20.574,170.95,116,0,6.992500000000007,0.36699999999999733,11.588411588411589,7.00212433837047,39.04083439728824,198.86960900000003,38.98717322500004,D,D0
232,1946,741.707,162.309,741.707,162.309,61.253,40.451,145.181,116,1,11.360499999999945,-0.6469999999999914,11.588411588411589,11.37890896571366,63.44390346196411,603.7445540000001,63.341262984999695,D,D1
233,381,833.807,185.53099999999998,833.807,185.53099999999998,26.829,18.081,3.0439999999999996,116,2,6.072499999999991,1.2749999999999915,11.588411588411589,6.204907835737761,34.59589798170439,118.20486900000002,33.85764882499995,D,D2
234,1898,756.6039999999999,162.592,756.6039999999999,162.592,67.59100000000001,35.754,16.692,117,1,11.148000000000025,1.0134999999999934,11.688311688311689,11.19397544440761,62.41279366857574,588.852602,62.15645436000014,D,D1
235,382,839.691,186.62599999999998,839.691,186.62599999999998,24.46,19.885,171.19099999999997,117,2,6.572499999999991,1.0415000000000134,11.688311688311689,6.654508133588831,37.102675914393885,118.51511800000002,36.645433824999955,D,D2
236,656,812.931,109.881,812.931,109.881,33.839,24.683000000000003,9.995,117,0,7.649000000000058,-0.3170000000000073,11.688311688311689,7.6555659490334795,42.6841438384526,203.52334400000004,42.64753493000032,D,D0
237,1816,239.831,92.206,239.831,92.206,59.65,38.763000000000005,42.986999999999995,117,3,10.298999999999992,0.759999999999998,11.688311688311689,10.327003486006957,57.57893082647581,563.4121840000001,57.42279542999996,D,D3
238,1845,248.33599999999998,95.411,248.33599999999998,95.411,86.38799999999999,27.193,176.27900000000002,118,3,7.9265000000000185,0.42149999999999466,11.788211788211788,7.937698942388801,44.257196092214734,572.4094050000001,44.194755605000104,D,D3
239,642,820.6110000000001,109.928,820.6110000000001,109.928,37.402,21.855,160.326,118,0,8.389999999999986,0.4230000000000018,11.788211788211788,8.400656462443859,46.83844815230811,199.17985800000002,46.779032299999926,D,D0
240,1959,764.003,164.33599999999998,764.003,164.33599999999998,75.684,32.955999999999996,165.22,118,1,10.26950000000005,0.25799999999999557,11.788211788211788,10.272740347638551,57.276382900083085,607.7777910000001,57.258316115000284,D,D1
241,385,846.952,187.614,846.952,187.614,27.0,18.155,161.67,118,2,6.643999999999949,1.6500000000000057,11.788211788211788,6.84581886993801,38.16934231666028,119.44586500000003,37.04408707999972,D,D2
242,1888,255.68400000000003,93.04899999999999,255.68400000000003,93.04899999999999,67.155,35.796,138.666,119,3,10.06150000000001,0.19899999999999807,11.888111888111888,10.063467754705641,56.109568909104134,585.7501120000001,56.09859755500006,D,D3
243,640,829.711,110.727,829.711,110.727,36.56,22.289,5.987,119,0,8.140999999999963,0.26900000000000546,11.888111888111888,8.145443020486939,45.415487741736364,198.55936000000003,45.39071536999979,D,D0
244,1914,777.143,163.108,777.143,163.108,52.022,46.845,151.457,119,1,11.067499999999995,0.47350000000000136,11.888111888111888,11.077624226340227,61.76406930765578,593.8165860000001,61.70762097499998,D,D1
245,378,852.9789999999999,189.926,852.9789999999999,189.926,28.191,17.072,172.87599999999998,119,2,6.728999999999985,1.7065000000000055,11.888111888111888,6.942015791540654,38.70569498684033,117.27412200000002,37.51801052999992,D,D2
246,366,860.41,191.02700000000002,860.41,191.02700000000002,27.49,16.952,2.004,120,2,7.180000000000007,1.811000000000007,11.988011988011989,7.404871437101398,41.286379038559446,113.55113400000002,40.03259260000004,D,D2
247,1932,786.138,165.283,786.138,165.283,75.741,32.478,4.678999999999999,120,1,8.017499999999984,1.100500000000011,11.988011988011989,8.092676102501555,45.1212820968246,599.4010680000001,44.702132474999914,D,D1
248,618,836.893,110.46600000000001,836.893,110.46600000000001,33.946,23.18,160.631,120,0,8.038999999999987,-0.3049999999999997,11.988011988011989,8.044783775838837,44.85425507705375,191.73388200000002,44.82200722999993,D,D0
249,1788,268.459,95.809,268.459,95.809,68.67399999999999,33.15,25.291999999999998,120,3,7.875499999999988,3.01400000000001,11.988011988011989,8.432537948328479,47.01620560856182,554.725212,43.91040153499994,D,D3
250,1857,271.435,99.07700000000001,271.435,99.07700000000001,84.27,28.058000000000003,165.938,121,3,5.755500000000012,0.10000000000000142,12.087912087912088,5.756368668700793,32.09503645814808,576.1323930000001,32.09019313500007,D,D3
251,634,845.789,110.117,845.789,110.117,39.977,20.192999999999998,178.71,121,0,8.621999999999957,-1.1165000000000092,12.087912087912088,8.69398966240467,48.47394794201361,196.69786600000003,48.07256453999977,D,D0
252,1926,793.178,165.30900000000003,793.178,165.30900000000003,67.993,36.066,152.553,121,1,10.629000000000019,-1.05149999999999,12.087912087912088,10.680884478824794,59.55201907360116,597.5395740000001,59.26273353000011,D,D1
253,372,867.3389999999999,193.548,867.3389999999999,193.548,24.645,19.219,179.49400000000003,121,2,6.158500000000004,1.843500000000006,12.087912087912088,6.428500175001948,35.84255272073561,115.41262800000003,34.337147845000025,D,D2
254,1856,279.97,96.009,279.97,96.009,59.019,40.04,122.086,122,3,10.967000000000013,-0.9590000000000103,12.187812187812188,11.008849622008665,61.38061168698285,575.8221440000001,61.14727619000008,D,D3
255,644,854.137,108.23299999999999,854.137,108.23299999999999,32.073,25.565,172.56900000000002,122,0,7.940499999999986,-0.6374999999999957,12.187812187812188,7.9660496169682355,44.41526726287959,199.80035600000002,44.27281358499992,D,D0
256,1911,807.3960000000001,163.18,807.3960000000001,163.18,59.98,40.566,26.697,122,1,11.930999999999983,1.0989999999999895,12.187812187812188,11.981509170384154,66.80374308511878,592.8858390000001,66.52212566999991,D,D1
257,384,872.727,194.71400000000003,872.727,194.71400000000003,25.924,18.86,159.56799999999998,122,2,6.672500000000014,1.9280000000000115,12.187812187812188,6.945461845694656,38.724908702999755,119.13561600000003,37.202990825000086,D,D2
258,1921,817.04,167.507,817.04,167.507,78.316,31.230999999999998,172.75599999999997,123,1,10.514999999999986,1.0389999999999873,12.287712287712289,10.566207739771146,58.912630887635814,595.9883290000001,58.62711854999993,D,D1
259,385,880.684,197.40400000000002,880.684,197.40400000000002,27.693,17.701,167.101,123,2,6.957499999999982,1.8874999999999886,12.287712287712289,7.208984845316274,40.194199634000064,119.44586500000003,38.7920282749999,D,D2
260,1828,293.369,97.15899999999999,293.369,97.15899999999999,76.766,30.319000000000003,16.503,123,3,8.429999999999978,1.0274999999999963,12.287712287712289,8.492388135854345,47.349904518625415,567.1351720000001,47.002055099999886,D,D3
261,628,861.67,108.84200000000001,861.67,108.84200000000001,39.306999999999995,20.342,171.331,123,0,7.096500000000049,-0.17599999999999483,12.287712287712289,7.098682148821758,39.57919922850613,194.83637200000004,39.56703250500028,D,D0
262,1938,828.426,165.25799999999998,828.426,165.25799999999998,59.306000000000004,41.607,146.93,124,1,11.194999999999993,0.6114999999999924,12.387612387612387,11.21168842101848,62.51155360957801,601.2625620000001,62.41850614999996,D,D1
263,379,886.6419999999999,198.489,886.6419999999999,198.489,27.991,17.24,177.263,124,2,6.391500000000008,1.0889999999999844,12.387612387612387,6.483609584945724,36.14981909353583,117.58437100000002,35.63625565500005,D,D2
